Lap Details,Laptop state,Laptop price
*3 Years WW* HP EliteBook 840 G3 i5-6300U 16GB 480GB SSD W10P FullHD uCam,Pre-owned,£200.19
"Fujitsu Lifebook E754 Core i5-4200M 2,5GHz 8GB 256GB SSD 15,6`1920x1080 Webcam b",Pre-owned,£239.71
HP Compaq 8510p Intel Core 2 DUO Laptop Computer *PARTS ONLY* - No HD,Parts only,£29.99
Dell Inspiron 1545 Windows 10 Pro 15”  Laptop Intel 2Ghz 160GB ,Pre-owned,£77.36
"Dell Latitude E5470 14"" Intel Core i5-6300U @ 2.40GHz 12GB Ram 512GB SSD W11P",Pre-owned,£200.02
Dell Latitude 7490 i5 1.7GHz 16GB 512GB SSD 10P B Grade,Pre-owned,£289.72
HP 250 G7 Laptop | i3 | SSD + HDD | 8GB Memory / i3 / 8GB Memory / SSD Drive / 15.6,Pre-owned,£324.23
*3Years WW* Dell Latitude E5470 i3-6100U 16GB 120GB SSD W10P FullHD Cam,Pre-owned,£170.24
Acer Chromebook C710-2822 for Parts or Repair #431,Parts only,£19.99
" PORTATILE HPENERGY STAR INTEL CELERON N3050 DUAL CORE SSD 32GB WINDOWS 8.1 14""",Pre-owned,£145.43
Dell 7490 14” i5 8th Windows 10 Pro 32GB 2TB Computer Portable PC Layout Ita,Refurbished,£763.02
For T1S Pro robot vacuum cleaner scooter main side brush spare parts replacement E1A2,Brand new,£14.73
*3 Years WW* Dell Latitude 5580 i5-7200U 32GB 120GB SSD W10P FullHD Cam,Pre-owned,£318.24
"HP EliteBook 9470M (14"" HD) Notebook i5 2,80GHz 4GB RAM 128GB SSD Win7+Tasche",Pre-owned,£490.38
*3Y WW* Dell Latitude E5550 i5-5200U 8GB 500GB W10P HDTV Cam,Pre-owned,£167.68
*3 Years WW* HP EliteBook 850 G3 i7-6500U 8GB 500GB UBUNTU FullHD Cam,Pre-owned,£227.56
*3 Years WFL* Lenovo ThinkPad T460 i5-6300U 16GB 120GB SSD W11H FullHD Cam,Pre-owned,£175.38
*3 Years WW* HP EliteBook 820 G2 i5-5300U 16GB 120GB SSD W10P Cam,Pre-owned,£145.43
15.6in Double Screen Laptop For Win 11 Up To 2.9GHz 180 Degree Opening Laptop,Brand new,£292.03
"15 6"""" Celeron N5095 Processor 16GB LPDDR4 1080p Laptop",Brand new,£230.43
Shop on eBay,Brand New,$20.00
"Dell Latitude 5480 i3-6100U @2.60GH 256GB SSD 8GB RAM Windows 11 Pro 14"" Laptop",Pre-owned,£135.02
New 15.6in Laptop 8G Memory 128GB SSD Quad Core IPS HD Screen 1920x1080 WIFI,Brand new,£224.83 to £263.50
HP Compaq Presario CQ50 Laptop 15” As Is Boots To Bois AMD Dual Core 2.0 3GB Ram,Parts only,£69.96
"14"""" Laptop Pink 8GB Memory 1TB ROM 3K IPS Display Quad Core CPU Magnetic Kam FAT",Brand new,£337.16
*3 Years WFL* Toshiba Tecra Z50-C-138 i5-6200U 16GB 240GB SSD wi10 FullHD Cam,Pre-owned,£276.32
14.1in Laptop 6GB RAM 256G SSD 2K IPS Screen 1920x1080 Resolution Laptop For GDB,Brand new,£189.64
HP EliteDesk 800 G5 Core i5-9600 3.10 GHz 8 GB 256 GB SSD Windows 11 Pro Desktop,Pre-owned,£157.49
*3 Years WW* HP ProBook 650 G4 i3-8130U 32GB 480GB SSD W11H DRW HDTV Cam,Pre-owned,£296.00
"HP EliteBook 840 G2 (14""HD Notebook i5 2x2,3GHz 8GB RAM 500GB SSD Win10+Tasche",Pre-owned,£614.95
*3 Years WW* HP ZBook 15 G3 E3-1505Mv5 16GB 500GB W10H M2000M FullHD Cam,Pre-owned,£329.37
"HP EliteBook 840 G1 (14""HD Notebook i5 2x1,9GHz 8GB RAM 500GB SSD Win10+Tasche",Pre-owned,£490.38
"Lenovo ThinkPad L470 14"" FHD Notebook i3 2x2.40GHz 8GB 128GB SSD+1TB HDD Win10",Brand new,£684.35
Dell Inspiron 3511 15 15.6 Laptop Core i5 FHD college 16GB RAM 1000GB HDD l,Excellent - Refurbished,£483.20
CTL Chromebook J2 11.6” 1.8GHz Rockchip 2GB RAM 16GB SSD 2.5 lbs TESTED Grade B,Pre-owned,£55.00
New 15.6in Laptop For Celeron N5095CPU 1920x1080 HD Screen 16GB Memory,Brand new,£230.22 to £305.70
Lenovo IdeaPad 1 14IGL7 N4120 4/128GB 82V6007XGE QWERTZ Excellent Refurbished,Excellent - Refurbished,£185.56
Dell Latitude E5270 i5-6300U 8GB 240GB SSD 1366x768A-Ware Windows 10 Home,Very Good - Refurbished,£152.28
Acer Swift 3 SF3-511-714H Notebook Intel Iris Xe Ita-Qwerty Argento,Pre-owned,£463.97
"Dell Latitude 5410 14"" Intel Core i5-10310U 512GB SSD 8GB RAM Win 11 Pro",Pre-owned,£249.03
*3Years WW* Dell Latitude E5270 i3-6100U 32GB 240GB SSD W10H Cam,Pre-owned,£176.23
"Panasonic Toughbook CF-53 MK4.14"",i5.2.0GHz,4GB,256GB,RS-232,DE Keyboard,A-WARE",Pre-owned,£409.78
"Acer Extensa 15 (15.6"" FHD) Notebook i3 2x2.1GHz 16GB 1TB SSD+1TB HDD Win10",Brand new,£760.43
*3 Years WW* HP ProBook 650 G2 i5-6200U 4GB 1TB SSD W10P FHD TOUCH Cam,Pre-owned,£249.80
TOSHIBA SATELLITE L645D 14(AMD TURION 2/4GB RAM/250GB/WIN10/OFFICE07)GREAT SHAPE,Pre-owned,£140.01
"DELL LATITUDE E6440 14"" CORE i5-4310M@2.70GHz 6GB RAM 250GB SSD WINDOWS 10",Pre-owned,£350.04
Dell Inspiron 3520 15 15.6 Laptop Core i5 FHD 11th Generation 16GB RAM G,Excellent - Refurbished,£504.67
*3 Years WW* HP ProBook 450 G5 i5-8250U 32GB 1TB SSD W11H FullHD Cam,Pre-owned,£353.32
*3 Years WW* HP EliteBook 850 G3 i7-6500U 8GB 240GB SSD UBUNTU FullHD Cam,Pre-owned,£236.12
Dell Latitude E7470 i5-6300U 8GB 480GB 1366x768A-Ware Windows 10 Professional,Very Good - Refurbished,£184.22
"Business Lenovo T470 Intel Core i5-7300U,(7thGen) 16GBDDR4,2.6GHz,256GBSS Win10",Pre-owned,£425.05
*3Years WW* Dell Latitude E5470 i3-6100U 4GB 240GB SSD W10P FullHD Cam,Pre-owned,£158.27
DELL INSPIRON 1545 PENTIUM DUAL CORE T4500 2.30GHz 4GB RAM 500GB HDD,Pre-owned,£55.00
New listingMicrosoft SURFACE GO N200/8/256 WIN11,Brand new,£806.54
"Lenovo ThinkPad T480 14"" (512GB SSD, Intel Core i5 8350U, 1.70 GHz, 16GB) Laptop",Pre-owned,£250.03
Dell Latitude 9000 9330 13.3  Touchscreen Convertible 2 in 1 Notebook - QHD+ - 2,Brand new,"£2,034.87"
"Dell Latitude E7470 / i7 Laptop / 8GB Memory / SSD Drive / 14.0"""" FHD",Pre-owned,£272.90
*3 Years WW* HP EliteBook 840 G3 i5-6200U 4GB 1TB SSD UBUNTU FullHD Cam,Pre-owned,£179.65
"HP Probook 650 i5 4200M 2.5Ghz 4GB 320GB 15.6"" Win 10 Pro DE Bag",Pre-owned,£196.76
ASUS E410MA EK1437TS Intel N5030 1.16GHz 4GB Grade B AZERTY Laptop,Pre-owned,£145.43
"HP Compaq NC2400 Core2Duo U2500 12.1"" 2GB 60GB FireWire DVD Win XP",Pre-owned,£127.47
"Dell Latitude E6430 Core i5-3320M 2,6GHz 8Gb 320GB Dvd-Rw 14`` 1600x900 W10 HDMI",Pre-owned,£161.07
Rugged Xplore Xslate B10 i5-5350U 8GB 128GB SSD Touch Tablet + Win10Pro Pen,Pre-owned,£464.82
*3 Years WW* Dell Latitude 5480 i5-7300U 4GB 120GB SSD W11H FullHD Cam,Pre-owned,£171.95
Dell Inspiron 5420 14 Laptop Core i7 FHD newest 64GB RAM 4000GB SSD P,Excellent - Refurbished,"£1,362.50"
*3 Years WW* Lenovo ThinkPad T540P i3-4000M 16GB 1TB W10H HDTV Cam,Pre-owned,£167.68
"Samsung Chromebook 2 XE503C12 11.6"" Octa 5420 1.9GHz 4GB RAM 16GB SSD",Pre-owned,£31.95
*3 Years WFL* Dell Latitude E5450 i5-5200U 4GB 240GB SSD UBUNTU Cam,Pre-owned,£123.19
New listingPC Tablet Rugged i7 With Docking 12” Touch IP65 RAM 16GB SSD 2 TB Win 11 4G LTE,Brand new,"£2,433.74"
"DELL E5430 14"" i5 WINDOWS 11 8GB 120GB HDMI LAPTOP NOTEBOOK DVD.",Good - Refurbished,£203.61
"Acer Notebook Swift 3 SF314-511-5619, 14"" Intel Core , Francés Teclado",New (other),£381.88
*3Years WW* HP ZBook 15G3 E3-1505Mv5 64GB 240GB SSD W10P M2000M FullHD Cam,Pre-owned,£438.01
"Microsoft Surface Pro 6 12.3"" Core i5-8th Gen 1.6GHz 8GB RAM 256GB SSD LQ6-00016",Pre-owned,£345.03
Dell 7490 14” i5 8th Layout Ita Ordinateur Portable 16GB 480GB Windows 11 Pro,Pre-owned,£476.33
Toshiba Satellite A505-S6005 laptop AS IS for PARTS/REPAIR only  ,Parts only,£80.00
New listingPC Tablet Rugged i5 With Docking 12” Touch IP65 RAM 16GB SSD 2TB Win 11 4G LTE,Brand new,"£2,089.88"
New listingPC Tablet Rugged i7 With Docking 12” Touch IP65 RAM 16GB SSD 480GB Win 10 4G,Brand new,"£2,222.76"
"Dell Latitude E6540 a-Ware Core i5-4210M 8Gb 128Gb SSD 15,6 `1920x1080 Cam HDMI",Pre-owned,£241.15
HP PAVILION ze1000 Series  xf145 Laptop Parts Only,Parts only,£15.99
*3 Years WW* Dell Latitude 7490 i5-7300U 16GB 120GB SSD W11H FullHD Cam,Pre-owned,£218.15
Dell Latitude E6400 14'' Notebook Intel Core 2 Duo 2.40GHz 1GB Ram No hard drive,Parts only,£70.00
New listingPC Tablet i5 12” Touchscreen Rugged IP65 RAM 16GB SSD 4TB Windows 11 4G LTE,Brand new,"£2,431.52"
"HP EliteBook 840 G3 (14"" FHD) i5-6300U 2x2.4GHz 16GB 500GB SSD Win7 Notebook",Pre-owned,£598.80
"New listingDell Latitude 7490 14"" Windows 11 Pro Intel i7-7600u 2.9GHz 16GB RAM 512SSD",Pre-owned,£270.03
"PORTATILE NOTEBOOK HP INTEL DUAL CORE 1,80 GHZ WIFI + WEBCAM WINDOWS 7 PRO",Pre-owned,£151.47
*3 Years WFL* Dell Latitude 7280 i5-6200U 8GB 240GB SSD UBUNTU Cam,Pre-owned,£153.13
*3 Years WW* Lenovo ThinkPad T460 i5-6300U 4GB 500GB W11H Cam,Pre-owned,£139.45
"Panasonic Toughbook CF-LX3 i5 4310U 2GHz 16GB 256GB SSD 14"" Win 7 Pro",Pre-owned,£265.19
11.6in 1920x1080 HD Resistance Touch Screen Metal Industrial Monitor G1116-R FAT,Brand new,£131.12
*3 Years WW* HP Folio 1040 G1 i5-4310U 8GB 240GB SSD W10H HD + Cam,Pre-owned,£150.57
"Dell Latitude 5480 14"" Laptop Core i7 8GB 256GB SSD Windows 10 Pro B v.WAA",Very Good - Refurbished,£165.37
Symbol MC9090-GF0HBJGA2WW 1D Barcode Scanner - L21,Pre-owned,£59.96
Dell 7490 14” i5 8th Windows 11 Pro 16GB 480GB Computer Portable PC Layout Ita,Refurbished,£467.66
New listingLenovo Yoga 6 13 ALC6 82ND - Flip Design - Notebook - 1.8GHz (82ND002TGE),Brand new,£977.83
New listingPC Tablet 12” Touchs Rugged IP65 N5105 RAM 8GB SSD 2TB Windows 11 Pro 4G LTE,Brand new,"£1,519.26"
"HP Stream 11 Pro G2 11.6 inch (32GB, Intel Celeron, 1.60GHz, 2GB)Laptop-No Power",Parts only,£45.01
"FUJITSU Lifebook E744 14"""" Notebook SSD Intel Core i5 DVD DP USB 3.0",Pre-owned,£239.53 to £513.29
Shop on eBay,Brand New,$20.00
ASUS E410MA EK1437TS Intel N5030 1.16GHz 4GB Grade B AZERTY Laptop,Pre-owned,£145.43
"HP Compaq NC2400 Core2Duo U2500 12.1"" 2GB 60GB FireWire DVD Win XP",Pre-owned,£127.47
Lenovo IdeaPad 1 14IGL7 N4120 4/128GB 82V6007XGE QWERTZ Excellent Refurbished,Excellent - Refurbished,£185.56
"FUJITSU Lifebook E744 14"""" Notebook SSD Intel Core i5 DVD DP USB 3.0",Pre-owned,£239.53 to £513.29
"Panasonic Toughbook CF-53 MK4.14"",i5.2.0GHz,4GB,256GB,RS-232,DE Keyboard,A-WARE",Pre-owned,£409.78
Dell Latitude E5570 Laptop -2.3GHz i5-6300HQ 16GB 256GB SS- Webcam.windows10 Pro,Pre-owned,£350.04
"Acer Extensa 15 (15.6"" FHD) Notebook i3 2x2.1GHz 16GB 1TB SSD+1TB HDD Win10",Brand new,£760.43
*3 Years WW* HP ProBook 650 G2 i5-6200U 4GB 1TB SSD W10P FHD TOUCH Cam,Pre-owned,£249.80
TOSHIBA SATELLITE L645D 14(AMD TURION 2/4GB RAM/250GB/WIN10/OFFICE07)GREAT SHAPE,Pre-owned,£140.01
"DELL LATITUDE E6440 14"" CORE i5-4310M@2.70GHz 6GB RAM 250GB SSD WINDOWS 10",Pre-owned,£350.04
*3 Years WW* HP ProBook 450 G5 i5-8250U 32GB 1TB SSD W11H FullHD Cam,Pre-owned,£353.32
DELL INSPIRON 1545 PENTIUM DUAL CORE T4500 2.30GHz 4GB RAM 500GB HDD,Pre-owned,£55.00
New listingMicrosoft SURFACE GO N200/8/256 WIN11,Brand new,£806.54
Dell Latiude e6420 Core i5 2520M 4GB 500GB DVD HD Intel Qwertz Win 7,Pre-owned,£238.68
ACER Chromebook 14 CB3-431 N3160 4GB 32GB SSD 14.1-Inch with WebCam HDMI ,Pre-owned,£187.35
Lenovo T440 Core i5 4Gen. 4200U 2.6GHz 8GB 180GB SSD HDD USB 3.0 Windows 10,Pre-owned,£324.23
Laptop 15.6in For J4125CPU 8GB Memory Fingerprint Keyboard Backgroundb SGH,Brand new,£243.99
"Lenovo ThinkPad T480 14"" (512GB SSD, Intel Core i5 8350U, 1.70 GHz, 16GB) Laptop",Pre-owned,£250.03
"15 6"""" Pink Laptop for Windows11 Quad Core CPU Portable Ultra Thin FHD",Brand new,£227.64
Dell Latitude 9000 9330 13.3  Touchscreen Convertible 2 in 1 Notebook - QHD+ - 2,Brand new,"£2,034.87"
"Dell Latitude E7470 / i7 Laptop / 8GB Memory / SSD Drive / 14.0"""" FHD",Pre-owned,£272.90
"HP Probook 650 i5 4200M 2.5Ghz 4GB 320GB 15.6"" Win 10 Pro DE Bag",Pre-owned,£196.76
"Dell Latitude E6430 Core i5-3320M 2,6GHz 8Gb 320GB Dvd-Rw 14`` 1600x900 W10 HDMI",Pre-owned,£161.07
Rugged Xplore Xslate B10 i5-5350U 8GB 128GB SSD Touch Tablet + Win10Pro Pen,Pre-owned,£464.82
*3 Years WW* Dell Latitude 5480 i5-7300U 4GB 120GB SSD W11H FullHD Cam,Pre-owned,£171.95
*3 Years WW* Lenovo ThinkPad T540P i3-4000M 16GB 1TB W10H HDTV Cam,Pre-owned,£167.68
"Samsung Chromebook 2 XE503C12 11.6"" Octa 5420 1.9GHz 4GB RAM 16GB SSD",Pre-owned,£31.95
*3 Years WFL* Dell Latitude E5450 i5-5200U 4GB 240GB SSD UBUNTU Cam,Pre-owned,£123.19
(16GB+128GB EU Male) 16-Inch Laptop Computer 16GB Memory IPS,Brand new,£307.93
14inch Laptop for Celero J4105 Processor 6GB 128GB SSD 1920x1080H SGH,Brand new,£179.30
*3 Years WFL* Dell Latitude E5550 i5-5200U 8GB 480GB SSD UBUNTU HDTV Cam,Pre-owned,£161.69
*3 Years WW* HP EliteBook 820 G2 i5-5300U 16GB 120GB SSD W10P Cam,Pre-owned,£145.43
*3 Years WW* HP EliteBook 850 G3 i7-6500U 8GB 240GB SSD UBUNTU FullHD Cam,Pre-owned,£236.12
*3Years WW* Dell Latitude E5470 i3-6100U 4GB 240GB SSD W10P FullHD Cam,Pre-owned,£158.27
*3 Years WW* HP EliteBook 840 G3 i5-6200U 4GB 1TB SSD UBUNTU FullHD Cam,Pre-owned,£179.65
New listingPC Tablet Rugged i7 With Docking 12” Touch IP65 RAM 16GB SSD 2 TB Win 11 4G LTE,Brand new,"£2,433.74"
"DELL E5430 14"" i5 WINDOWS 11 8GB 120GB HDMI LAPTOP NOTEBOOK DVD.",Good - Refurbished,£203.61
"Acer Notebook Swift 3 SF314-511-5619, 14"" Intel Core , Francés Teclado",New (other),£381.88
Dell Latitude 5580 i5 7300U 2.70GHz 8GB RAM 500GB HDD,Pre-owned,£150.02
(Set of 5)  Dell Lat.7480 Intel i5-7300U@2.60GHz 16GB DDR4 256GBSSD Backlit Wifi,Pre-owned,£995.12
*3Years WW* HP ZBook 15G3 E3-1505Mv5 64GB 240GB SSD W10P M2000M FullHD Cam,Pre-owned,£438.01
"Microsoft Surface Pro 6 12.3"" Core i5-8th Gen 1.6GHz 8GB RAM 256GB SSD LQ6-00016",Pre-owned,£345.03
Dell 7490 14” i5 8th Layout Ita Ordinateur Portable 16GB 480GB Windows 11 Pro,Pre-owned,£476.33
Toshiba Satellite A505-S6005 laptop AS IS for PARTS/REPAIR only  ,Parts only,£80.00
New listingPC Tablet Rugged i5 With Docking 12” Touch IP65 RAM 16GB SSD 2TB Win 11 4G LTE,Brand new,"£2,089.88"
New listingPC Tablet Rugged i7 With Docking 12” Touch IP65 RAM 16GB SSD 480GB Win 10 4G,Brand new,"£2,222.76"
"Dell Latitude E6540 a-Ware Core i5-4210M 8Gb 128Gb SSD 15,6 `1920x1080 Cam HDMI",Pre-owned,£241.15
HP PAVILION ze1000 Series  xf145 Laptop Parts Only,Parts only,£15.99
Dell Inspiron 3520 15 15.6 Laptop Core i5 FHD 11th Generation 16GB RAM G,Excellent - Refurbished,£504.67
*3 Years WW* Dell Latitude 7490 i5-7300U 16GB 120GB SSD W11H FullHD Cam,Pre-owned,£218.15
Dell Latitude E6400 14'' Notebook Intel Core 2 Duo 2.40GHz 1GB Ram No hard drive,Parts only,£70.00
"HP EliteBook 9470M (14"" HD) Notebook i5 2,80GHz 4GB RAM 128GB SSD Win7+Tasche",Pre-owned,£490.38
"*3Years WW* Dell Latitude 5480 i5-7300U 8GB 120GB SSD 2.5"" W11P HDTV Cam",Pre-owned,£173.67
*3 Years WW* HP EliteBook 8560P i7-2620M 8GB 480GB SSD W10P DRW 6470M HD+ Cam,Pre-owned,£210.45
*3 Years WFL* Toshiba Tecra Z50-C-138 i5-6200U 16GB 240GB SSD wi10 FullHD Cam,Pre-owned,£276.32
*3 Years WW* HP ProBook 650 G4 i3-8130U 8GB 480GB SSD W11H DRW HDTV Cam,Pre-owned,£252.37
HP EliteDesk 800 G5 Core i5-9600 3.10 GHz 8 GB 256 GB SSD Windows 11 Pro Desktop,Pre-owned,£157.49
*3 Years WW* HP ProBook 450 G5 i5-8250U 16GB 120GB SSD W10P FullHD Cam,Pre-owned,£295.15
"HP EliteBook 840 G2 (14""HD Notebook i5 2x2,3GHz 8GB RAM 250GB SSD Win10+G-Data",Pre-owned,£614.95
*3 Years WW* HP ZBook 15 G3 E3-1505Mv5 16GB 500GB W10H M2000M FullHD Cam,Pre-owned,£329.37
"HP EliteBook 840 G1 (14""HD+) Notebook i5 2x1.9GHz 4GB 120GB SSD Win10+Bag",Pre-owned,£475.27
Dell Inspiron 3511 15 15.6 Laptop Core i5 FHD college 16GB RAM 1000GB HDD l,Excellent - Refurbished,£483.20
"Lenovo ThinkPad L470 14"" FHD Notebook i3 2x2.40GHz 16GB 250GB SSD+1TB HDD Win10",Brand new,£684.35
New listingPC Tablet i5 12” Touchscreen Rugged IP65 RAM 16GB SSD 4TB Windows 11 4G LTE,Brand new,"£2,431.52"
"HP EliteBook 840 G3 (14"" FHD) i5-6300U 2x2.4GHz 16GB 500GB SSD Win7 Notebook",Pre-owned,£598.80
"New listingDell Latitude 7490 14"" Windows 11 Pro Intel i7-7600u 2.9GHz 16GB RAM 512SSD",Pre-owned,£270.03
Dell Inspiron 5420 14 Laptop Core i7 FHD newest 64GB RAM 4000GB SSD P,Excellent - Refurbished,"£1,362.50"
"PORTATILE NOTEBOOK HP INTEL DUAL CORE 1,80 GHZ WIFI + WEBCAM WINDOWS 7 PRO",Pre-owned,£151.47
*3 Years WFL* Dell Latitude 7280 i5-6200U 8GB 240GB SSD UBUNTU Cam,Pre-owned,£153.13
*3 Years WW* Lenovo ThinkPad T460 i5-6300U 4GB 500GB W11H Cam,Pre-owned,£139.45
"Panasonic Toughbook CF-LX3 i5 4310U 2GHz 16GB 256GB SSD 14"" Win 7 Pro",Pre-owned,£265.19
11.6in 1920x1080 HD Resistance Touch Screen Metal Industrial Monitor G1116-R FAT,Brand new,£131.12
*3 Years WW* HP Folio 1040 G1 i5-4310U 8GB 240GB SSD W10H HD + Cam,Pre-owned,£150.57
"Dell Latitude 5480 14"" Laptop Core i7 8GB 256GB SSD Windows 10 Pro B v.WAA",Very Good - Refurbished,£165.37
"Dell Latitude 7480 i5-7200U 2.5GHz 16GB 256GB Windows 11 Laptop ,office",Pre-owned,£175.02
Lenovo N 500 Laptop 2.0 Ghz 757 Cpu 1Gb Ram No HD Boots To Bios As Is,Parts only,£58.96
Shop on eBay,Brand New,$20.00
"New listingASUS """"STONE"""" 15.6"" INTEL i5 4200 @ 2.5Ghz 4Th Gen. 8GB 256 SDS HD WIN10",Pre-owned,£119.77
Laptop 15.6in For N5095CPU 12GB RAM For Win 11 Fingerprint Keypad Back US,Brand new,£245.12
14.1in Laptop 6GB RAM 256G SSD 2K IPS Screen 1920x1080 Resolution Laptop For GOF,Brand new,£186.65
HP Probook 6555b Windows XP Notebook AMD II N850 3x 2.19Ghz 3GB 128GB SSD RS232,Pre-owned,£171.01
*3Years WFL* Dell Latitude E5450 i5-5300U 4GB 120GB SSD UBUN GeForce FullHD Cam,Pre-owned,£153.13
"HP 820 G3 CORE i5 12.5"""" FHD WIN10 8GB 120GB NOTEBOOK KEYBOARD ITA LAPTOP.",Good - Refurbished,£253.91
Lenovo 01YP292 ricambio per notebook Tastiera,Brand new,£111.57
New listingPC Tablet Core i7 12” Touch Rugged IP65 RAM 16GB SSD 480GB Windows 10 4G LTE,Brand new,"£2,122.31"
Dell Latitude 5490 Touchscreen (Matte) / i5 Laptop / 8GB Memory / SSD Drive / 14.0,Pre-owned,£307.12
Microsoft Surface Laptop 5 13.5  Touchscreen Notebook - 2256 + Microsoft 365 Bun,Brand new,"£1,651.02"
ACER F5-571 E5-573 E5-532 V3-574 FLAT FLEX VIDEO CABLE LVDS DD0ZRTLC131 FHD EDP,Pre-owned,£8.29
"Dell Latitude E7450 Laptop 14"" i5-5300U 2.30GHz 500GB HDD 8GB RAM Win 10",Pre-owned,£200.02
HP Pavilion DV1000 Laptop-FOR PARTS-Screen doesnt boot up-Laptop ONLY-AS IS-C127,Parts only,£28.67
Lenovo THINKPAD T540p Win 10PRO Portable Intel Coeur i5-4200M 2.50GHz 8GB 256GB,Parts only,£147.32
Dell Vostro 3360 i5-3317U 8GB 500GB Windows 7 Professional HDMI,Pre-owned,£195.91
"Dell Latitude E5450 Intel Core i5-5200U 2.20GHz 8GB RAM 14.0"" 256GB SSD Win 11",Pre-owned,£145.02
Dell Latitude E5270 i5-6300U 8GB 480GB SSD 1366x768A-Ware Windows 10 Home,Very Good - Refurbished,£153.79
"DELL Latitude E5570, Core i5-6300U, 2.4GHz, 16GB, 512GB SSD, *LTE-4G*",Pre-owned,£341.34
Lenovo T440 Core i5 4Gen. 4200U 2.6Ghz 4GB 500GB HDD USB 3.0 Windows 10 B-Ware,Pre-owned,£307.12
*3 Years WW* Dell Latitude E5450 i5-5200U 16GB 480GB SSD W10P Cam,Pre-owned,£172.81
PORTATILE NOTEBOOK HP 2530P INTEL DUAL CORE  SL9400  SSD 64GB  WEBCAM WINDOWS 10,Pre-owned,£208.36
*3Years WW* Dell Latitude E7450 i5-5300U 8GB 120GB SSD UBUNTU FullHD Cam,Pre-owned,£144.58
*3 Years WW* Dell Latitude 5580 i5-7200U 32GB 120GB SSD wi10 FullHD Cam,Pre-owned,£296.00
*3 Years WW* HP ZBook 15 G4 i7-7820HQ 64GB 120GB SSD W10P M2200 FHD TOUCH Cam,Pre-owned,£522.71
New listingDell E7470 i7 14” Windows 11 Pro Computer Portable 8GB 120GB Layout USA - PC,Refurbished,£366.19
"HP 2023 Newest Laptop 15.6'' Touchscreen Intel Core i3-1215U,64GB RAM,1TB SSD",Pre-owned,£406.04
*3Years WFL* Dell Latitude E7270 i5-6300U 8GB 240GB SSD UBUNTU Cam,Pre-owned,£138.59
*3Years WW* Dell Latitude E7470 i5-6300U 8GB 1TB SSD W11H FullHD Cam,Pre-owned,£198.47
15.6 Inch Laptop 16GB RAM 512GB ROM IPS Quad Core 2.9GHz CPU Fingerprint Reader,Brand new,£239.06 to £240.51
Notebook Slim 13” Unowhy Y13g010s4ei No Ssd Inside Good For Components Bios Pass,Pre-owned,£38.50
*3 Years WW* HP EliteBook 840 G3 i5-6200U 32GB 320GB W10H FullHD Cam,Pre-owned,£205.32
*3 Years WW* Lenovo ThinkPad T470 i5-6300U 16GB 480GB SSD wi10 FullHD Cam,Pre-owned,£192.49
*3 Years WW* HP ProBook 650 G2 i5-6200U 8GB 120GB SSD W10H FHD TOUCH Cam,Pre-owned,£209.60
"RM Series Minibook 100 Lubuntu Soft,145GBHDD 1GB Intel Atom @ 1.66Ghz (193)",Pre-owned,£25.37
*3 Years WW* Lenovo ThinkPad T450 i5-5300U 16GB 1TB wi10 Cam,Pre-owned,£159.98
*3 Years WW* HP Folio 1040 G1 i5-4310U 4GB 120GB SSD W10P HD + Cam,Pre-owned,£144.58
Lenovo THINKPAD T430s Core i5-3320M 8GB 180Gb SSD Dvd-Rw 1600x900 A-Ware,Pre-owned,£214.82
New listingDell E7470 i7 14” Windows 10 Pro Computer Portable 8GB 120GB Layout USA - PC,Refurbished,£366.19
"HP 17-cp3166ng 17.3"" FHD AMD Ryzen 7 7730U 64GB 4TB SDD Radeon PC Notebook NEW",New (other),"£1,002.34"
Dell Latitude E7470 Laptop 128GB SSD i5-6200@2.3GHz 8GB DDR4 Windows 10 Pro,Pre-owned,£95.01
"Samsung XE310XBA-K01CA 11.6"" HD Celeron N4000 1.1GHz Intel UHD, In French ",Pre-owned,£62.01
*3Years WW* Dell Latitude E7470 i5-6300U 4GB 240GB SSD W11P FullHD Cam,Pre-owned,£172.81
(16+512G EU Male) 15 6-Inch Laptop Notebook 16G 512G Quad Core Quad,Brand new,£251.93
ACER A515-51 A615-51 RIGHT HINGE RIGHT HINGES AM28Z000200,Pre-owned,£7.43
Dell Latitude 3410 Business 14 Laptop Core i5 10th Generation 16GB RAM O,Excellent - Refurbished,£399.43
"New listingLenovo ThinkPad P14s - 14"" Notebook - Core i7 2.2GHz 35.6cm",Brand new,"£2,040.93"
*3Years WW* Dell Latitude E5270 i3-6100U 32GB 240GB SSD W11H Cam,Pre-owned,£176.23
*3 Years WW* Lenovo ThinkPad T470 i5-6300U 16GB 480GB SSD W11P FullHD Cam,Pre-owned,£213.87
"16"""" Laptop Dual Screen Gaming Laptop with 14"""" Touch Sub Screen ",Brand new,£692.57
Dell 7480 i7 14” Windows 11 Pro Ordenador Portátil 4GB 120GB HDMI Layout Ee,Refurbished,£340.79
"Lenovo ThinkPad T470 14"" FHD Touch Screen Intel i5-7300u 8gb SSD 256gb Win11",Pre-owned,£290.87
Fujitsu Amilo M6453G Intel Pentium M HDD 500GB 1 GB RAM FOR PARTS,Parts only,£30.71
*3 Years WW* HP EliteBook 820 G2 i5-5300U 8GB 320GB W10P Cam,Pre-owned,£131.75
